,assignment_id,img_id,answer_correct,explanation_ours,expl_score_ours,confusing_ours,incorrect_ours,insufficient_ours,explanation_gt,expl_score_gt,confusing_gt,incorrect_gt,insufficient_gt,expl_value_our,expl_value_gt,prefer_ours,prefer_gt,prefer_none
selected,386PBUZZXG9F65RR4N7ZRN64TK9LJA,val-24536,True,He is holding a paper in his hand and is looking at it,0.6666666666666666,False,False,True,"The safe is open and he is reading the paper, so he does not know what it is",1,False,False,True,weak_yes,yes,False,True,False
selected,31Z0PCVWULRA5NYUCNKTAOBCW4A7TB,val-1974,True,He is wearing a backpack and walking down the stairs towards the front door,0.6666666666666666,False,False,False,He is walking toward an apartment door,1,False,False,False,weak_yes,yes,False,True,False
selected,31Z0PCVWULRA5NYUCNKTAOBCW4A7TB,val-10700,False,There are several bottles of alcohol on the table and person0 is looking at person1 with a disgusted look on his face,0.6666666666666666,False,False,False,They faces of person1 and person3 are scrunched up as if they are angry,0.6666666666666666,False,False,False,weak_yes,weak_yes,False,False,True
selected,31Z0PCVWULRA5NYUCNKTAOBCW4A7TB,val-19851,True,person1 and person4 are holding each other and are moving their bodies,0.6666666666666666,False,False,False,person1 and person4 are standing close together with their hands on each other as their feet are moving around,1,False,False,False,weak_yes,yes,False,True,False
selected,31Z0PCVWULRA5NYUCNKTAOBCW4A7TB,val-15374,True,He is in a classroom and is writing on a paper,1,False,False,False,He is in a classroom and students take notes during class,1,False,False,False,yes,yes,True,False,False
selected,31Z0PCVWULRA5NYUCNKTAOBCW4A7TB,val-24536,True,He is holding a paper in his hand and is looking at it,1,False,False,False,"The safe is open and he is reading the paper, so he does not know what it is",1,False,False,False,yes,yes,False,True,False
selected,39LNWE0K4V8MUKUFVJE069NNT1UUIS,val-1974,True,He is wearing a backpack and walking down the stairs towards the front door,0.6666666666666666,False,False,True,He is walking toward an apartment door,1,False,False,True,weak_yes,yes,True,False,False
selected,39LNWE0K4V8MUKUFVJE069NNT1UUIS,val-10700,True,There are several bottles of alcohol on the table and person0 is looking at person1 with a disgusted look on his face,1,False,False,False,They faces of person1 and person3 are scrunched up as if they are angry,1,False,False,False,yes,yes,False,True,False
selected,39LNWE0K4V8MUKUFVJE069NNT1UUIS,val-19851,True,person1 and person4 are holding each other and are moving their bodies,1,False,False,False,person1 and person4 are standing close together with their hands on each other as their feet are moving around,1,False,False,False,yes,yes,False,True,False
selected,39LNWE0K4V8MUKUFVJE069NNT1UUIS,val-15374,True,He is in a classroom and is writing on a paper,1,False,False,False,He is in a classroom and students take notes during class,1,False,False,False,yes,yes,False,True,False
selected,39LNWE0K4V8MUKUFVJE069NNT1UUIS,val-24536,True,He is holding a paper in his hand and is looking at it,1,False,False,False,"The safe is open and he is reading the paper, so he does not know what it is",1,False,False,False,yes,yes,True,False,False
selected,30OG32W0SVNXJP8K2ZCN7ZX1TB8NEW,val-1974,False,He is wearing a backpack and walking down the stairs towards the front door,1,False,False,False,He is walking toward an apartment door,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,30OG32W0SVNXJP8K2ZCN7ZX1TB8NEW,val-10700,True,There are several bottles of alcohol on the table and person0 is looking at person1 with a disgusted look on his face,1,False,False,False,They faces of person1 and person3 are scrunched up as if they are angry,1,False,False,False,yes,yes,False,True,False
selected,30OG32W0SVNXJP8K2ZCN7ZX1TB8NEW,val-19851,True,person1 and person4 are holding each other and are moving their bodies,1,False,False,False,person1 and person4 are standing close together with their hands on each other as their feet are moving around,1,False,False,False,yes,yes,False,True,False
selected,30OG32W0SVNXJP8K2ZCN7ZX1TB8NEW,val-15374,True,He is in a classroom and is writing on a paper,1,False,False,False,He is in a classroom and students take notes during class,1,False,False,False,yes,yes,False,True,False
selected,30OG32W0SVNXJP8K2ZCN7ZX1TB8NEW,val-24536,True,He is holding a paper in his hand and is looking at it,0.6666666666666666,False,False,True,"The safe is open and he is reading the paper, so he does not know what it is",1,False,False,True,weak_yes,yes,False,True,False
selected,36DSNE9QZ6ANCQUOHFNRJ4AYOPMOJ2,val-21458,False,They are in a fight and the other guys are trying to get them out of there,0,False,False,True,person1 and person3 look scared an one common form of bullying is to be put in a trash can,0.3333333333333333,False,False,True,no,weak_no,False,False,True
selected,36DSNE9QZ6ANCQUOHFNRJ4AYOPMOJ2,val-19368,True,person1 is a police officer and is trying to protect himself,0.3333333333333333,False,False,True,person1 is a criminal and doesn't want to be recognized,0.6666666666666666,False,False,True,weak_no,weak_yes,False,True,False
selected,36DSNE9QZ6ANCQUOHFNRJ4AYOPMOJ2,val-6139,True,He is holding a glass in his hand and there is a bottle of alcohol on the bar behind him,0.6666666666666666,False,False,False,He is holding a glass and is at a bar,1,False,False,False,weak_yes,yes,False,True,False
selected,36DSNE9QZ6ANCQUOHFNRJ4AYOPMOJ2,val-3553,True,Everyone is facing the center of the building and there is a stage in front of them,0.6666666666666666,False,False,True,You can see a red curtain,1,False,False,True,weak_yes,yes,True,False,False
selected,36DSNE9QZ6ANCQUOHFNRJ4AYOPMOJ2,val-11292,True,person0 and person4 are sitting at a table with other people sitting at tables behind them,0.6666666666666666,False,False,False,There are people sitting at tables with drinks,1,False,False,False,weak_yes,yes,False,True,False
selected,3MD9PLUKKJQVUKZGYMQ0S9YJHKRNZI,val-21458,True,They are in a fight and the other guys are trying to get them out of there,0.6666666666666666,True,False,False,person1 and person3 look scared an one common form of bullying is to be put in a trash can,0.3333333333333333,True,False,False,weak_yes,weak_no,False,False,True
selected,3MD9PLUKKJQVUKZGYMQ0S9YJHKRNZI,val-19368,False,person1 is a police officer and is trying to protect himself,0.3333333333333333,False,False,True,person1 is a criminal and doesn't want to be recognized,0.3333333333333333,False,False,True,weak_no,weak_no,False,False,True
selected,3MD9PLUKKJQVUKZGYMQ0S9YJHKRNZI,val-6139,False,He is holding a glass in his hand and there is a bottle of alcohol on the bar behind him,0.3333333333333333,False,False,True,He is holding a glass and is at a bar,0.6666666666666666,False,False,True,weak_no,weak_yes,False,False,True
selected,3MD9PLUKKJQVUKZGYMQ0S9YJHKRNZI,val-3553,False,Everyone is facing the center of the building and there is a stage in front of them,0.3333333333333333,False,True,False,You can see a red curtain,0.3333333333333333,False,True,False,weak_no,weak_no,False,False,True
selected,3MD9PLUKKJQVUKZGYMQ0S9YJHKRNZI,val-11292,False,person0 and person4 are sitting at a table with other people sitting at tables behind them,0.3333333333333333,False,True,False,There are people sitting at tables with drinks,0.3333333333333333,False,True,False,weak_no,weak_no,False,False,True
selected,33NF62TLXKE4MZ99JNVYCNTP4QDJKQ,val-21458,True,They are in a fight and the other guys are trying to get them out of there,0,False,True,True,person1 and person3 look scared an one common form of bullying is to be put in a trash can,0.6666666666666666,False,True,True,no,weak_yes,False,True,False
selected,33NF62TLXKE4MZ99JNVYCNTP4QDJKQ,val-19368,True,person1 is a police officer and is trying to protect himself,0,False,False,True,person1 is a criminal and doesn't want to be recognized,1,False,False,True,no,yes,False,True,False
selected,33NF62TLXKE4MZ99JNVYCNTP4QDJKQ,val-6139,True,He is holding a glass in his hand and there is a bottle of alcohol on the bar behind him,1,False,False,False,He is holding a glass and is at a bar,1,False,False,False,yes,yes,True,False,False
selected,33NF62TLXKE4MZ99JNVYCNTP4QDJKQ,val-3553,True,Everyone is facing the center of the building and there is a stage in front of them,1,False,False,False,You can see a red curtain,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,33NF62TLXKE4MZ99JNVYCNTP4QDJKQ,val-11292,True,person0 and person4 are sitting at a table with other people sitting at tables behind them,1,False,False,False,There are people sitting at tables with drinks,1,False,False,False,yes,yes,True,False,False
selected,3BEFOD78W75995QR1SLALYWABSI4MD,val-21458,False,They are in a fight and the other guys are trying to get them out of there,0.6666666666666666,False,False,False,person1 and person3 look scared an one common form of bullying is to be put in a trash can,0.3333333333333333,False,False,False,weak_yes,weak_no,True,False,False
selected,3BEFOD78W75995QR1SLALYWABSI4MD,val-19368,True,person1 is a police officer and is trying to protect himself,0,False,True,True,person1 is a criminal and doesn't want to be recognized,1,False,True,True,no,yes,True,False,False
selected,3BEFOD78W75995QR1SLALYWABSI4MD,val-6139,True,He is holding a glass in his hand and there is a bottle of alcohol on the bar behind him,1,False,False,False,He is holding a glass and is at a bar,1,False,False,False,yes,yes,True,False,False
selected,3BEFOD78W75995QR1SLALYWABSI4MD,val-3553,True,Everyone is facing the center of the building and there is a stage in front of them,1,False,False,False,You can see a red curtain,1,False,False,False,yes,yes,True,False,False
selected,3BEFOD78W75995QR1SLALYWABSI4MD,val-11292,False,person0 and person4 are sitting at a table with other people sitting at tables behind them,1,False,False,False,There are people sitting at tables with drinks,1,False,False,False,yes,yes,False,True,False
selected,3U088ZLJVL5OFT24MT4VIT8OSJQW0S,val-21458,True,They are in a fight and the other guys are trying to get them out of there,0.3333333333333333,False,False,True,person1 and person3 look scared an one common form of bullying is to be put in a trash can,0.6666666666666666,False,False,True,weak_no,weak_yes,False,True,False
selected,3U088ZLJVL5OFT24MT4VIT8OSJQW0S,val-19368,True,person1 is a police officer and is trying to protect himself,0,False,False,True,person1 is a criminal and doesn't want to be recognized,1,False,False,True,no,yes,False,True,False
selected,3U088ZLJVL5OFT24MT4VIT8OSJQW0S,val-6139,True,He is holding a glass in his hand and there is a bottle of alcohol on the bar behind him,1,False,False,False,He is holding a glass and is at a bar,1,False,False,False,yes,yes,True,False,False
selected,3U088ZLJVL5OFT24MT4VIT8OSJQW0S,val-3553,True,Everyone is facing the center of the building and there is a stage in front of them,1,False,False,False,You can see a red curtain,1,False,False,False,yes,yes,True,False,False
selected,3U088ZLJVL5OFT24MT4VIT8OSJQW0S,val-11292,True,person0 and person4 are sitting at a table with other people sitting at tables behind them,1,False,False,False,There are people sitting at tables with drinks,1,False,False,False,yes,yes,True,False,False
selected,3SITXWYCNWL4OGA4UEX64TIESO9XBM,val-17115,False,They are sitting at a table together and eating,0.6666666666666666,False,False,True,They are both sitting at a table in a restaurant,1,False,False,True,weak_yes,yes,False,True,False
selected,3SITXWYCNWL4OGA4UEX64TIESO9XBM,val-4263,True,He is carrying a backpack,0,False,True,False,person0 is escorting him to school as they both wear school uniforms,0.6666666666666666,False,True,False,no,weak_yes,False,True,False
selected,3SITXWYCNWL4OGA4UEX64TIESO9XBM,val-18282,True,person0 is carrying a bag of food,0.3333333333333333,False,False,True,person0 is holding a bag which people often use to carry groceries,1,False,False,True,weak_no,yes,False,True,False
selected,3SITXWYCNWL4OGA4UEX64TIESO9XBM,val-9192,True,person2 is standing in a library with a lot of books on the shelves,1,False,False,False,She is in a library and dressed formally,1,False,False,False,yes,yes,False,False,True
selected,3SITXWYCNWL4OGA4UEX64TIESO9XBM,val-15487,True,train0 is parked behind a concrete wall and appears to be in disrepair,1,False,False,False,train0 looks out of date with it's paint heavily discolored and faded also the track it is on is overgrown,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3A4NIXBJ77B57DXC7KKR7FYLXE4LME,val-17115,False,They are sitting at a table together and eating,0.6666666666666666,False,False,True,They are both sitting at a table in a restaurant,0.6666666666666666,False,False,True,weak_yes,weak_yes,False,False,True
selected,3A4NIXBJ77B57DXC7KKR7FYLXE4LME,val-4263,True,He is carrying a backpack,1,False,False,False,person0 is escorting him to school as they both wear school uniforms,1,False,False,False,yes,yes,True,False,False
selected,3A4NIXBJ77B57DXC7KKR7FYLXE4LME,val-18282,True,person0 is carrying a bag of food,1,False,False,False,person0 is holding a bag which people often use to carry groceries,1,False,False,False,yes,yes,False,False,True
selected,3A4NIXBJ77B57DXC7KKR7FYLXE4LME,val-9192,True,person2 is standing in a library with a lot of books on the shelves,1,False,False,False,She is in a library and dressed formally,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3A4NIXBJ77B57DXC7KKR7FYLXE4LME,val-15487,True,train0 is parked behind a concrete wall and appears to be in disrepair,0.3333333333333333,False,True,False,train0 looks out of date with it's paint heavily discolored and faded also the track it is on is overgrown,0.6666666666666666,False,True,False,weak_no,weak_yes,False,True,False
selected,3TVSS0C0E2CPV2ZVKVS524ATPTETWQ,val-17115,False,They are sitting at a table together and eating,1,False,False,False,They are both sitting at a table in a restaurant,1,False,False,False,yes,yes,True,False,False
selected,3TVSS0C0E2CPV2ZVKVS524ATPTETWQ,val-4263,True,He is carrying a backpack,1,False,False,False,person0 is escorting him to school as they both wear school uniforms,1,False,False,False,yes,yes,False,True,False
selected,3TVSS0C0E2CPV2ZVKVS524ATPTETWQ,val-18282,True,person0 is carrying a bag of food,0.6666666666666666,False,False,False,person0 is holding a bag which people often use to carry groceries,1,False,False,False,weak_yes,yes,False,True,False
selected,3TVSS0C0E2CPV2ZVKVS524ATPTETWQ,val-9192,True,person2 is standing in a library with a lot of books on the shelves,1,False,False,False,She is in a library and dressed formally,1,False,False,False,yes,yes,False,True,False
selected,3TVSS0C0E2CPV2ZVKVS524ATPTETWQ,val-15487,True,train0 is parked behind a concrete wall and appears to be in disrepair,1,False,False,False,train0 looks out of date with it's paint heavily discolored and faded also the track it is on is overgrown,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3L6L49WXW19B1Y5L9T4O4WLOP0M54O,val-17115,False,They are sitting at a table together and eating,0.3333333333333333,False,True,False,They are both sitting at a table in a restaurant,1,False,True,False,weak_no,yes,False,True,False
selected,3L6L49WXW19B1Y5L9T4O4WLOP0M54O,val-4263,True,He is carrying a backpack,1,False,False,False,person0 is escorting him to school as they both wear school uniforms,1,False,False,False,yes,yes,False,True,False
selected,3L6L49WXW19B1Y5L9T4O4WLOP0M54O,val-18282,True,person0 is carrying a bag of food,0.6666666666666666,False,False,True,person0 is holding a bag which people often use to carry groceries,1,False,False,True,weak_yes,yes,False,True,False
selected,3L6L49WXW19B1Y5L9T4O4WLOP0M54O,val-9192,True,person2 is standing in a library with a lot of books on the shelves,1,False,False,False,She is in a library and dressed formally,1,False,False,False,yes,yes,False,True,False
selected,3L6L49WXW19B1Y5L9T4O4WLOP0M54O,val-15487,True,train0 is parked behind a concrete wall and appears to be in disrepair,1,False,False,False,train0 looks out of date with it's paint heavily discolored and faded also the track it is on is overgrown,0,False,False,False,yes,no,True,False,False
selected,3W92K5RLWVTAVBO0TP5BDML12MVV56,val-17115,False,They are sitting at a table together and eating,1,False,False,False,They are both sitting at a table in a restaurant,1,False,False,False,yes,yes,False,True,False
selected,3W92K5RLWVTAVBO0TP5BDML12MVV56,val-4263,True,He is carrying a backpack,0.6666666666666666,False,False,True,person0 is escorting him to school as they both wear school uniforms,1,False,False,True,weak_yes,yes,False,True,False
selected,3W92K5RLWVTAVBO0TP5BDML12MVV56,val-18282,True,person0 is carrying a bag of food,0.6666666666666666,False,False,True,person0 is holding a bag which people often use to carry groceries,1,False,False,True,weak_yes,yes,False,True,False
selected,3W92K5RLWVTAVBO0TP5BDML12MVV56,val-9192,True,person2 is standing in a library with a lot of books on the shelves,0.6666666666666666,False,False,True,She is in a library and dressed formally,0,False,False,True,weak_yes,no,True,False,False
selected,3W92K5RLWVTAVBO0TP5BDML12MVV56,val-15487,True,train0 is parked behind a concrete wall and appears to be in disrepair,0,False,True,False,train0 looks out of date with it's paint heavily discolored and faded also the track it is on is overgrown,1,False,True,False,no,yes,False,True,False
selected,3KV0LJBBH3XGABSPC4HNTR7K3C9MRX,val-5668,True,She is standing on a boat and looking down at the water,0.6666666666666666,False,False,False,She is standing near a boat and appears to be boarding it,1,False,False,False,weak_yes,yes,False,True,False
selected,3KV0LJBBH3XGABSPC4HNTR7K3C9MRX,val-21740,True,She is looking at the same direction as the other girls and is smiling,1,False,False,False,person1 is looking over in a flirty pose,1,False,False,False,yes,yes,False,False,True
selected,3KV0LJBBH3XGABSPC4HNTR7K3C9MRX,val-21863,True,There is a wine glass in front of person2 and a wine glass in front of person2 that is the same color as a martini,0.6666666666666666,False,False,False,"person2 has wineglass2 directly in front of him, a martini glass and he is about to eat a olive off of a toothpick typically used in martinis",1,False,False,False,weak_yes,yes,False,True,False
selected,3KV0LJBBH3XGABSPC4HNTR7K3C9MRX,val-3411,True,They are standing in front of a monitor with a news story on it,1,False,False,False,Something on the news has caught their attention,1,False,False,False,yes,yes,False,False,True
selected,3KV0LJBBH3XGABSPC4HNTR7K3C9MRX,val-2051,True,person0 and person1 are wearing lab coats and are in a lab,1,False,False,False,person0 and person1 are holding flashlights and looking at oven0,1,False,False,False,yes,yes,False,False,True
selected,3VD82FOHKR004COI7N65W0X3Y5ECOD,val-5668,True,She is standing on a boat and looking down at the water,0.3333333333333333,False,True,True,She is standing near a boat and appears to be boarding it,1,False,True,True,weak_no,yes,False,True,False
selected,3VD82FOHKR004COI7N65W0X3Y5ECOD,val-21740,False,She is looking at the same direction as the other girls and is smiling,1,False,False,False,person1 is looking over in a flirty pose,1,False,False,False,yes,yes,True,False,False
selected,3VD82FOHKR004COI7N65W0X3Y5ECOD,val-21863,True,There is a wine glass in front of person2 and a wine glass in front of person2 that is the same color as a martini,1,False,False,False,"person2 has wineglass2 directly in front of him, a martini glass and he is about to eat a olive off of a toothpick typically used in martinis",1,False,False,False,yes,yes,False,True,False
selected,3VD82FOHKR004COI7N65W0X3Y5ECOD,val-3411,True,They are standing in front of a monitor with a news story on it,1,False,False,False,Something on the news has caught their attention,1,False,False,False,yes,yes,True,False,False
selected,3VD82FOHKR004COI7N65W0X3Y5ECOD,val-2051,True,person0 and person1 are wearing lab coats and are in a lab,0.6666666666666666,False,False,False,person0 and person1 are holding flashlights and looking at oven0,1,False,False,False,weak_yes,yes,False,True,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7KSAGK,val-5668,True,She is standing on a boat and looking down at the water,0,False,True,False,She is standing near a boat and appears to be boarding it,1,False,True,False,no,yes,False,True,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7KSAGK,val-21740,True,She is looking at the same direction as the other girls and is smiling,0.6666666666666666,False,False,True,person1 is looking over in a flirty pose,0,False,False,True,weak_yes,no,True,False,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7KSAGK,val-21863,True,There is a wine glass in front of person2 and a wine glass in front of person2 that is the same color as a martini,1,False,False,False,"person2 has wineglass2 directly in front of him, a martini glass and he is about to eat a olive off of a toothpick typically used in martinis",1,False,False,False,yes,yes,False,True,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7KSAGK,val-3411,True,They are standing in front of a monitor with a news story on it,1,False,False,False,Something on the news has caught their attention,1,False,False,False,yes,yes,False,False,True
selected,3K4J6M3CXF5OJKAMZQX6LWYD7KSAGK,val-2051,False,person0 and person1 are wearing lab coats and are in a lab,0,False,True,False,person0 and person1 are holding flashlights and looking at oven0,0.6666666666666666,False,True,False,no,weak_yes,True,False,False
selected,3ZGVPD4G6UTTPX40VICC184B6YOZTY,val-5668,True,She is standing on a boat and looking down at the water,0.6666666666666666,False,False,True,She is standing near a boat and appears to be boarding it,1,False,False,True,weak_yes,yes,False,True,False
selected,3ZGVPD4G6UTTPX40VICC184B6YOZTY,val-21740,False,She is looking at the same direction as the other girls and is smiling,0,False,False,True,person1 is looking over in a flirty pose,1,False,False,True,no,yes,False,True,False
selected,3ZGVPD4G6UTTPX40VICC184B6YOZTY,val-21863,True,There is a wine glass in front of person2 and a wine glass in front of person2 that is the same color as a martini,0.3333333333333333,True,False,False,"person2 has wineglass2 directly in front of him, a martini glass and he is about to eat a olive off of a toothpick typically used in martinis",1,True,False,False,weak_no,yes,False,True,False
selected,3ZGVPD4G6UTTPX40VICC184B6YOZTY,val-3411,True,They are standing in front of a monitor with a news story on it,1,False,False,False,Something on the news has caught their attention,1,False,False,False,yes,yes,False,True,False
selected,3ZGVPD4G6UTTPX40VICC184B6YOZTY,val-2051,True,person0 and person1 are wearing lab coats and are in a lab,0,False,True,False,person0 and person1 are holding flashlights and looking at oven0,0.6666666666666666,False,True,False,no,weak_yes,False,True,False
selected,3QY7M81QH8YB2487IE619XOGDULK7Q,val-5668,True,She is standing on a boat and looking down at the water,0.6666666666666666,False,False,True,She is standing near a boat and appears to be boarding it,1,False,False,True,weak_yes,yes,False,True,False
