,assignment_id,img_id,answer_correct,explanation_ours,expl_score_ours,confusing_ours,incorrect_ours,insufficient_ours,explanation_gt,expl_score_gt,confusing_gt,incorrect_gt,insufficient_gt,expl_value_our,expl_value_gt,prefer_ours,prefer_gt,prefer_none
selected,3DUZQ9U6SN0B1DMB5LIJ6XVTHTBVSR,410422753.jpg#4r5e,True,a dog is running through the snow so there must be snow in the picture,1.0,False,False,False,if a dog is in the snow then there is snow,1,False,False,False,yes,yes,True,False,False
selected,3DUZQ9U6SN0B1DMB5LIJ6XVTHTBVSR,3731739486.jpg#4r1n,True,just because people are getting off a school bus does not mean they are going home from work,0.6666666666666666,False,True,True,the people getting on the bus could be going home from work or going on a trip,0.6666666666666666,False,True,True,weak_yes,weak_yes,False,True,False
selected,3DUZQ9U6SN0B1DMB5LIJ6XVTHTBVSR,2852982055.jpg#3r1n,True,not all people are a family,0.6666666666666666,False,False,True,the relationship of the people in the picture is unclear or if they are a family,1,False,False,True,weak_yes,yes,False,True,False
selected,37TRT2X24R33TW5FDAI5DKAZIFWBJT,5489602545.jpg#3r1e,True,a woman is someone,0.6666666666666666,False,False,False,a shopkeeper is someone,0.6666666666666666,False,False,False,weak_yes,weak_yes,False,False,True
selected,37TRT2X24R33TW5FDAI5DKAZIFWBJT,511749704.jpg#4r1e,True,a boy in a red shirt is wearing red,1.0,True,False,False,a little boy in red is the same thing as wearing red,1,True,False,False,yes,yes,False,False,True
selected,37TRT2X24R33TW5FDAI5DKAZIFWBJT,410422753.jpg#4r5e,True,a dog is running through the snow so there must be snow in the picture,1.0,False,False,False,if a dog is in the snow then there is snow,1,False,False,False,yes,yes,False,False,True
selected,37TRT2X24R33TW5FDAI5DKAZIFWBJT,3731739486.jpg#4r1n,True,just because people are getting off a school bus does not mean they are going home from work,0.6666666666666666,False,False,False,the people getting on the bus could be going home from work or going on a trip,0.6666666666666666,False,False,False,weak_yes,weak_yes,False,False,True
selected,37TRT2X24R33TW5FDAI5DKAZIFWBJT,2852982055.jpg#3r1n,True,not all people are a family,0.3333333333333333,False,False,False,the relationship of the people in the picture is unclear or if they are a family,1,False,False,False,weak_no,yes,False,True,False
selected,3QIYRE09Y4TYZOE8QBH80FE75N11NV,5489602545.jpg#3r1e,True,a woman is someone,0.0,False,True,False,a shopkeeper is someone,1,False,True,False,no,yes,False,True,False
selected,3QIYRE09Y4TYZOE8QBH80FE75N11NV,511749704.jpg#4r1e,True,a boy in a red shirt is wearing red,1.0,False,False,False,a little boy in red is the same thing as wearing red,1,False,False,False,yes,yes,True,False,False
selected,3QIYRE09Y4TYZOE8QBH80FE75N11NV,410422753.jpg#4r5e,True,a dog is running through the snow so there must be snow in the picture,1.0,False,False,False,if a dog is in the snow then there is snow,1,False,False,False,yes,yes,True,False,False
selected,3137ONMDKHHR9XRYFVZSHFO4TK1GE3,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1.0,False,False,False,the man and woman are swaying to music,0,False,False,False,yes,no,False,False,False
selected,3137ONMDKHHR9XRYFVZSHFO4TK1GE3,3461041826.jpg#0r1e,True,a dog is outside in a stream,1.0,False,False,False,a white dog splashing in an outdoor stream implies the dog is outside,1,False,False,False,yes,yes,False,False,True
selected,3137ONMDKHHR9XRYFVZSHFO4TK1GE3,7012109893.jpg#0r1n,True,not all men are not happy about having to clean the roof,0.6666666666666666,False,False,True,"there is a man cleaning the roof, but there is no way to tell whether or not he is happy as we cannot see his face",1,False,False,True,weak_yes,yes,False,True,False
selected,3137ONMDKHHR9XRYFVZSHFO4TK1GE3,3081330705.jpg#0r3e,True,"a man is standing on a mountain, so he is outdoors",1.0,False,False,False,mountains are considered to be outdoors,1,False,False,False,yes,yes,True,False,False
selected,3HQUKB7LNGQHT3DBP2PGNIXI02ZHHG,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1.0,False,False,True,the man and woman are swaying to music,1,False,False,True,yes,yes,False,False,True
selected,3HQUKB7LNGQHT3DBP2PGNIXI02ZHHG,3461041826.jpg#0r1e,True,a dog is outside in a stream,1.0,False,False,False,a white dog splashing in an outdoor stream implies the dog is outside,1,False,False,False,yes,yes,False,False,True
selected,3HQUKB7LNGQHT3DBP2PGNIXI02ZHHG,7012109893.jpg#0r1n,True,not all men are not happy about having to clean the roof,1.0,False,True,False,"there is a man cleaning the roof, but there is no way to tell whether or not he is happy as we cannot see his face",1,False,True,False,yes,yes,False,True,False
selected,3HQUKB7LNGQHT3DBP2PGNIXI02ZHHG,3081330705.jpg#0r3e,True,"a man is standing on a mountain, so he is outdoors",1.0,False,False,False,mountains are considered to be outdoors,1,False,False,False,yes,yes,True,False,False
selected,3J88R45B2HA6SABEDJF7ZDN3AHZPXP,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1.0,False,False,False,the man and woman are swaying to music,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3J88R45B2HA6SABEDJF7ZDN3AHZPXP,3461041826.jpg#0r1e,True,a dog is outside in a stream,1.0,False,False,False,a white dog splashing in an outdoor stream implies the dog is outside,1,False,False,False,yes,yes,False,True,False
selected,3J88R45B2HA6SABEDJF7ZDN3AHZPXP,177591612.jpg#0r1n,True,not all young men are good looking,0.6666666666666666,True,False,True,"they look like they might be posing for a picture, but the football is seems like it could be out-of-reach for them and not be detrimental for their picture",1,True,False,True,weak_yes,yes,False,True,False
selected,3J88R45B2HA6SABEDJF7ZDN3AHZPXP,7012109893.jpg#0r1n,True,not all men are not happy about having to clean the roof,0.6666666666666666,True,False,True,"there is a man cleaning the roof, but there is no way to tell whether or not he is happy as we cannot see his face",1,True,False,True,weak_yes,yes,False,True,False
selected,3J88R45B2HA6SABEDJF7ZDN3AHZPXP,3081330705.jpg#0r3e,True,"a man is standing on a mountain, so he is outdoors",1.0,False,False,False,mountains are considered to be outdoors,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3B3WTRP3DCEKZ7SA85YHNXTSS6A921,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1.0,False,False,False,the man and woman are swaying to music,1,False,False,False,yes,yes,True,False,False
selected,3B3WTRP3DCEKZ7SA85YHNXTSS6A921,3461041826.jpg#0r1e,True,a dog is outside in a stream,1.0,False,False,False,a white dog splashing in an outdoor stream implies the dog is outside,1,False,False,False,yes,yes,True,False,False
selected,3B3WTRP3DCEKZ7SA85YHNXTSS6A921,7012109893.jpg#0r1n,True,not all men are not happy about having to clean the roof,0.6666666666666666,False,False,False,"there is a man cleaning the roof, but there is no way to tell whether or not he is happy as we cannot see his face",1,False,False,False,weak_yes,yes,False,True,False
selected,3B3WTRP3DCEKZ7SA85YHNXTSS6A921,3081330705.jpg#0r3e,True,"a man is standing on a mountain, so he is outdoors",1.0,False,False,False,mountains are considered to be outdoors,1,False,False,False,yes,yes,True,False,False
selected,3NVC2EB65RBOLQW1KH425ORB7RLY3C,72010346.jpg#1r1n,True,just because a man and woman are dancing doesn't mean they are swaying to their favorite song,1.0,False,False,False,the man and woman are swaying to music,0.6666666666666666,False,False,False,yes,weak_yes,False,False,True
selected,3NVC2EB65RBOLQW1KH425ORB7RLY3C,3461041826.jpg#0r1e,True,a dog is outside in a stream,1.0,False,False,False,a white dog splashing in an outdoor stream implies the dog is outside,0.6666666666666666,False,False,False,yes,weak_yes,False,False,True
selected,3NVC2EB65RBOLQW1KH425ORB7RLY3C,7012109893.jpg#0r1n,True,not all men are not happy about having to clean the roof,1.0,False,False,False,"there is a man cleaning the roof, but there is no way to tell whether or not he is happy as we cannot see his face",1,False,False,False,yes,yes,False,False,True
selected,3NVC2EB65RBOLQW1KH425ORB7RLY3C,3081330705.jpg#0r3e,True,"a man is standing on a mountain, so he is outdoors",1.0,False,False,False,mountains are considered to be outdoors,1,False,False,False,yes,yes,False,False,True
selected,3KWTYT0871F7Z6C6FL35QDNZC8O5LX,2313598755.jpg#2r1e,True,a man and a child are people,0.6666666666666666,False,False,True,people cuddling inside,0.6666666666666666,False,False,True,weak_yes,weak_yes,False,True,False
selected,3KWTYT0871F7Z6C6FL35QDNZC8O5LX,534570169.jpg#2r4c,True,a person cannot be in a suit and pajamas at the same time,1.0,False,False,False,a man is either in a tuxedo or pajamas,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3KWTYT0871F7Z6C6FL35QDNZC8O5LX,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1.0,False,False,False,children cannot be playing outdoors and playing a board game at the same time,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3KWTYT0871F7Z6C6FL35QDNZC8O5LX,2577972703.jpg#1r1e,True,a girl with a dirty face is dirty,1.0,False,False,False,with dirt implies she is dirty,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3KWTYT0871F7Z6C6FL35QDNZC8O5LX,154653766.jpg#1r5e,True,teenagers are standing near a bank,1.0,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1,False,False,False,yes,yes,True,False,False
selected,30LB5CDZNDMS9O79XGO2HX26ABEZ0M,2313598755.jpg#2r1e,True,a man and a child are people,1.0,False,False,False,people cuddling inside,1,False,False,False,yes,yes,False,True,False
selected,30LB5CDZNDMS9O79XGO2HX26ABEZ0M,534570169.jpg#2r4c,True,a person cannot be in a suit and pajamas at the same time,1.0,False,False,False,a man is either in a tuxedo or pajamas,1,False,False,False,yes,yes,True,False,False
selected,30LB5CDZNDMS9O79XGO2HX26ABEZ0M,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1.0,False,False,False,children cannot be playing outdoors and playing a board game at the same time,1,False,False,False,yes,yes,True,False,False
selected,30LB5CDZNDMS9O79XGO2HX26ABEZ0M,2577972703.jpg#1r1e,True,a girl with a dirty face is dirty,1.0,False,False,False,with dirt implies she is dirty,1,False,False,False,yes,yes,True,False,False
selected,30LB5CDZNDMS9O79XGO2HX26ABEZ0M,154653766.jpg#1r5e,True,teenagers are standing near a bank,1.0,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1,False,False,False,yes,yes,False,True,False
selected,3LWJHTCVCDYAS0L8D2OATBD6B8IQFJ,2313598755.jpg#2r1e,True,a man and a child are people,1.0,False,False,False,people cuddling inside,1,False,False,False,yes,yes,False,True,False
selected,3LWJHTCVCDYAS0L8D2OATBD6B8IQFJ,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1.0,False,False,False,children cannot be playing outdoors and playing a board game at the same time,1,False,False,False,yes,yes,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6B8IQFJ,2577972703.jpg#1r1e,True,a girl with a dirty face is dirty,1.0,False,False,False,with dirt implies she is dirty,1,False,False,False,yes,yes,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6B8IQFJ,154653766.jpg#1r5e,True,teenagers are standing near a bank,1.0,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,0.3333333333333333,False,False,False,yes,weak_no,True,False,False
selected,3IAEQB9FMFWIED3YY5SQX0S7NW7WD6,2313598755.jpg#2r1e,True,a man and a child are people,1.0,False,False,False,people cuddling inside,1,False,False,False,yes,yes,False,False,True
selected,3IAEQB9FMFWIED3YY5SQX0S7NW7WD6,534570169.jpg#2r4c,True,a person cannot be in a suit and pajamas at the same time,1.0,False,False,False,a man is either in a tuxedo or pajamas,1,False,False,False,yes,yes,False,False,True
selected,3IAEQB9FMFWIED3YY5SQX0S7NW7WD6,2577972703.jpg#1r1e,True,a girl with a dirty face is dirty,1.0,False,False,False,with dirt implies she is dirty,1,False,False,False,yes,yes,False,False,True
selected,3IAEQB9FMFWIED3YY5SQX0S7NW7WD6,154653766.jpg#1r5e,True,teenagers are standing near a bank,1.0,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1,False,False,False,yes,yes,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7GSBEDH,2313598755.jpg#2r1e,True,a man and a child are people,1.0,False,False,False,people cuddling inside,1,False,False,False,yes,yes,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7GSBEDH,534570169.jpg#2r4c,True,a person cannot be in a suit and pajamas at the same time,1.0,False,False,False,a man is either in a tuxedo or pajamas,1,False,False,False,yes,yes,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7GSBEDH,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1.0,False,False,False,children cannot be playing outdoors and playing a board game at the same time,1,False,False,False,yes,yes,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7GSBEDH,2577972703.jpg#1r1e,True,a girl with a dirty face is dirty,1.0,False,False,False,with dirt implies she is dirty,1,False,False,False,yes,yes,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7GSBEDH,154653766.jpg#1r5e,True,teenagers are standing near a bank,1.0,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1,False,False,False,yes,yes,True,False,False
selected,33F859I567P72QAPPAFK17UK5P0BH0,4549641134.jpg#4r1c,True,the people cannot be sitting and standing simultaneously,1.0,False,False,False,the people cannot be both seated and standing. the people cannot be both outdoors and inside,1,False,False,False,yes,yes,False,True,False
selected,33F859I567P72QAPPAFK17UK5P0BH0,3351586010.jpg#0r1c,True,a skater cannot be sleeping and skating at the same time,1.0,False,False,False,he is either in the local gym or skates over the pavement,0.3333333333333333,False,False,False,yes,weak_no,True,False,False
selected,33F859I567P72QAPPAFK17UK5P0BH0,3240637051.jpg#1r1e,True,a musician is a woman,0.3333333333333333,False,False,True,the girl is performing by singing and playing drums,1,False,False,True,weak_no,yes,False,True,False
selected,33F859I567P72QAPPAFK17UK5P0BH0,4828433053.jpg#0r3c,True,"if nobody has shorts, then a person cannot be wearing shorts",1.0,False,False,False,person is contradictory to nobody,0,False,False,False,yes,no,True,False,False
selected,33F859I567P72QAPPAFK17UK5P0BH0,473323374.jpg#4r1n,True,crying does not imply the child wants to be fed,0.6666666666666666,False,False,False,it is not clear if the child wants to be fed,1,False,False,False,weak_yes,yes,False,True,False
selected,32UTUBMZ7H8CKR59UZWOG8LTD2CBVN,4549641134.jpg#4r1c,True,the people cannot be sitting and standing simultaneously,1.0,False,True,False,the people cannot be both seated and standing. the people cannot be both outdoors and inside,0.6666666666666666,False,True,False,yes,weak_yes,False,False,True
selected,32UTUBMZ7H8CKR59UZWOG8LTD2CBVN,3351586010.jpg#0r1c,True,a skater cannot be sleeping and skating at the same time,1.0,False,False,False,he is either in the local gym or skates over the pavement,1,False,False,False,yes,yes,False,False,True
selected,32UTUBMZ7H8CKR59UZWOG8LTD2CBVN,3240637051.jpg#1r1e,True,a musician is a woman,0.6666666666666666,False,True,True,the girl is performing by singing and playing drums,1,False,True,True,weak_yes,yes,False,True,False
selected,32UTUBMZ7H8CKR59UZWOG8LTD2CBVN,4828433053.jpg#0r3c,True,"if nobody has shorts, then a person cannot be wearing shorts",1.0,False,False,False,person is contradictory to nobody,1,False,False,False,yes,yes,False,False,True
selected,32UTUBMZ7H8CKR59UZWOG8LTD2CBVN,473323374.jpg#4r1n,True,crying does not imply the child wants to be fed,1.0,False,False,False,it is not clear if the child wants to be fed,0.6666666666666666,False,False,False,yes,weak_yes,True,False,False
selected,3I2PTA7R3U6L8MDMEDF79O5BJ60KQK,4549641134.jpg#4r1c,True,the people cannot be sitting and standing simultaneously,1.0,False,False,False,the people cannot be both seated and standing. the people cannot be both outdoors and inside,1,False,False,False,yes,yes,False,True,False
selected,3I2PTA7R3U6L8MDMEDF79O5BJ60KQK,3351586010.jpg#0r1c,True,a skater cannot be sleeping and skating at the same time,1.0,False,False,False,he is either in the local gym or skates over the pavement,1,False,False,False,yes,yes,True,False,False
selected,3I2PTA7R3U6L8MDMEDF79O5BJ60KQK,3240637051.jpg#1r1e,True,a musician is a woman,1.0,False,False,False,the girl is performing by singing and playing drums,1,False,False,False,yes,yes,False,True,False
selected,3I2PTA7R3U6L8MDMEDF79O5BJ60KQK,4828433053.jpg#0r3c,True,"if nobody has shorts, then a person cannot be wearing shorts",1.0,False,False,False,person is contradictory to nobody,1,False,False,False,yes,yes,True,False,False
selected,3I2PTA7R3U6L8MDMEDF79O5BJ60KQK,473323374.jpg#4r1n,True,crying does not imply the child wants to be fed,1.0,False,False,False,it is not clear if the child wants to be fed,1,False,False,False,yes,yes,True,False,False
selected,3LOZAJ85YEPA03A8BL4V30FAZ7WX2Z,4549641134.jpg#4r1c,True,the people cannot be sitting and standing simultaneously,1.0,False,False,False,the people cannot be both seated and standing. the people cannot be both outdoors and inside,1,False,False,False,yes,yes,True,False,False
selected,3LOZAJ85YEPA03A8BL4V30FAZ7WX2Z,3351586010.jpg#0r1c,True,a skater cannot be sleeping and skating at the same time,1.0,False,False,False,he is either in the local gym or skates over the pavement,0.6666666666666666,False,False,False,yes,weak_yes,False,True,False
selected,3LOZAJ85YEPA03A8BL4V30FAZ7WX2Z,3240637051.jpg#1r1e,True,a musician is a woman,1.0,False,False,False,the girl is performing by singing and playing drums,1,False,False,False,yes,yes,False,True,False
selected,3LOZAJ85YEPA03A8BL4V30FAZ7WX2Z,4828433053.jpg#0r3c,True,"if nobody has shorts, then a person cannot be wearing shorts",0.0,True,False,False,person is contradictory to nobody,1,True,False,False,no,yes,False,True,False
selected,3QUO65DNQV0WQ65ITER5Q6J96U2UO1,3351586010.jpg#0r1c,True,a skater cannot be sleeping and skating at the same time,1.0,False,False,False,he is either in the local gym or skates over the pavement,1,False,False,False,yes,yes,False,True,False
selected,3QUO65DNQV0WQ65ITER5Q6J96U2UO1,3240637051.jpg#1r1e,True,a musician is a woman,1.0,False,False,False,the girl is performing by singing and playing drums,1,False,False,False,yes,yes,False,True,False
selected,3QUO65DNQV0WQ65ITER5Q6J96U2UO1,4828433053.jpg#0r3c,True,"if nobody has shorts, then a person cannot be wearing shorts",,False,False,False,person is contradictory to nobody,0,False,False,False,,no,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSHGTUCE,2319389144.jpg#1r1c,True,the picture is either taken on the national highway or a street,0.0,False,False,True,a street is not the same as a highway,1,False,False,True,no,yes,False,True,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSHGTUCE,6870444330.jpg#3r1e,True,a man standing is a man standing,1.0,False,False,False,"if a man is standing with a microphone, then the man is standing",1,False,False,False,yes,yes,False,False,True
selected,3YZ8UPK3VUYVHH8F39IEV6PSHGTUCE,5526795355.jpg#4r1n,True,playing a violin does not imply performing at a concert,1.0,False,False,False,"we know he's performing , but we don't know it's at a concert",1,False,False,False,yes,yes,False,False,True
selected,3YZ8UPK3VUYVHH8F39IEV6PSHGTUCE,3732728142.jpg#0r1c,True,the baby cannot be crying and not wearing any clothes at the same time,0.0,False,False,True,"if one is wearing a beanie, they cannot be not wearing any clothes",1,False,False,True,no,yes,False,True,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSHGTUCE,2923086298.jpg#2r1e,True,a woman is cleaning a kitchen,0.3333333333333333,False,False,True,vacuuming is a form of cleaning a floor,1,False,False,True,weak_no,yes,False,True,False
selected,3LS2AMNW5G24YDY1C570G5MK39ZOQT,2319389144.jpg#1r1c,True,the picture is either taken on the national highway or a street,1.0,False,False,False,a street is not the same as a highway,1,False,False,False,yes,yes,True,False,False
selected,3LS2AMNW5G24YDY1C570G5MK39ZOQT,6870444330.jpg#3r1e,True,a man standing is a man standing,1.0,True,False,False,"if a man is standing with a microphone, then the man is standing",1,True,False,False,yes,yes,False,True,False
selected,3LS2AMNW5G24YDY1C570G5MK39ZOQT,5526795355.jpg#4r1n,True,playing a violin does not imply performing at a concert,1.0,False,False,False,"we know he's performing , but we don't know it's at a concert",1,False,False,False,yes,yes,False,True,False
selected,3LS2AMNW5G24YDY1C570G5MK39ZOQT,3732728142.jpg#0r1c,True,the baby cannot be crying and not wearing any clothes at the same time,0.3333333333333333,False,False,False,"if one is wearing a beanie, they cannot be not wearing any clothes",1,False,False,False,weak_no,yes,False,True,False
